ticker,name,sector,market_cap,trailing_pe,forward_pe,price_to_book,dividend_yield,current_ratio,debt_to_equity,return_on_equity,return_on_assets,profit_margins,revenue_growth,earnings_growth,free_cashflow,enterprise_value,ebitda,ebit,total_revenue,total_debt,total_cash,book_value,total_assets,total_current_assets,total_liabilities,total_current_liabilities,net_income,operating_cashflow,gross_margin,ncav,shares_outstanding,return_on_assets_prev,gross_margin_prev,current_ratio_bs,current_ratio_bs_prev,leverage,leverage_prev,asset_turnover,asset_turnover_prev,shares_outstanding_prev,interest_expense,last_price,errors,data_sources,fcf_yield,ev_ebitda,ev_ebit,earnings_yield_ebit,earnings_yield_pe,ncav_to_market,roic_proxy,data_quality_score,metrics_present,metrics_total,sector_composite_score
ADBE,Adobe Inc.,Technology,95674277888.0,13.29779,8.697559,8.081727,,0.77,57.48,0.61902,0.2417276918904258,0.28048,0.129,0.105,9129875456.0,96195551232.0,9754999808.0,8706000000.0,23769000000.0,6761999872.0,5639000064.0,29.782,29496000000.0,10163000000.0,,10200000000.0,7130000000.0,10031000000.0,0.8926753334174765,,413000000.0,0.18392325504465762,0.89035108114392,0.9963725490196078,1.067579127459367,0.22538649308380798,0.20033079722130334,0.8058380797396257,0.711379424412835,441000000.0,263000000.0,240.69,[],{},0.09542664609068473,9.861153575124703,11.049339677463818,0.09050314581599798,0.07520046564128324,,0.451181592039801,0.95,19,20,0.905673897465963
AMD,"Advanced Micro Devices, Inc.",Technology,1003335450624.0,158.81395,39.472237,14.920977,,2.609,6.361,0.10196,0.056352858591373525,0.15577,0.501,1.595,8841499648.0,994500476928.0,9562000384.0,3694000000.0,34639000000.0,4276000000.0,13111000064.0,41.191,76926000000.0,26947000000.0,,9455000000.0,4335000000.0,7709000000.0,0.4951644100580271,,1630000000.0,0.02370496634212579,0.49350397517936784,2.850026441036489,2.6162615025408598,0.05000909965421314,0.031953312339294486,0.4502898889842186,0.3724756594343166,1622000000.0,131000000.0,614.61,[],{},0.008812107299210096,104.00548389352585,269.220486445046,0.0037144275801764535,0.006296676079147958,,0.05474944791095433,0.95,19,20,0.2932958514353863
ABNB,"Airbnb, Inc.",Consumer Cyclical,89566363648.0,36.93333,24.177008,11.315531,,1.408,32.004,0.34542,0.11306736311239193,0.2045,0.165,0.334,3206874880.0,78617223168.0,2760999936.0,2544000000.0,12241000000.0,2496000000.0,12069000192.0,13.219,22208000000.0,18797000000.0,,13649000000.0,2511000000.0,4646000000.0,0.8295890858589985,,602000000.0,0.12634190562526837,0.8308412898576834,1.3771704886804894,1.6907784666863497,0.09307456772334294,0.09819170761963834,0.5511977665706052,0.5297008445059401,623000000.0,,149.58,[],{},0.035804455482899455,28.474185074374446,30.902996528301887,0.03235932150088326,0.02707581471803382,,0.2972309849281458,0.95,19,20,0.4637127578304049
ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,32985284608.0,43.862988,19.765898,24.346666,,3.055,220.623,0.96555,0.06317480651209112,0.16126,0.669,,271544256.0,32664627200.0,1054537984.0,501578000.0,3713937000.0,2987489024.0,3308146944.0,10.125,4966331000.0,4050662000.0,,1466349000.0,313747000.0,524080000.0,0.816402109136477,,132376000.0,-0.06560332906995146,0.856167682941746,2.76241331361088,2.777849430821936,0.2574111552371358,0.30567292368860915,0.7478230911310583,0.5302481165608447,129294000.0,252627000.0,246.51,[],{},0.008232284766587756,30.975296950517432,65.12372392728548,0.015355387248993308,0.022798264450201156,,0.1433087370163618,0.95,19,20,0.2565359477124183
GOOGL,Alphabet Inc.,Communication Services,4131638738944.0,17.60448,22.674356,6.637653,0.25,2.724,18.859,0.48676,0.22202959610671263,0.54771,0.242,2.94,22665000960.0,4028000894976.0,173164003328.0,129039000000.0,402836000000.0,120790999040.0,242473992192.0,50.896,595281000000.0,206038000000.0,,102745000000.0,132170000000.0,164713000000.0,0.5965231508603998,,12088000000.0,0.22235794747876764,0.5820043540617911,2.005333592875566,1.8369313974102914,0.09960170070941286,0.050135922675100385,0.6767157023321759,0.7773755374720159,12211000000.0,736000000.0,337.83,[],{},0.005485717022246944,23.26119064911158,31.215375932671517,0.03203549437164881,0.05680372268877013,,0.2619889713645297,1.0,20,20,0.35285714285714287
GOOG,Alphabet Inc.,Communication Services,4096783810560.0,17.419659,22.483072,6.581657,0.25,2.724,18.859,0.48676,0.22202959610671263,0.54771,0.242,2.94,22665000960.0,3993145442304.0,173164003328.0,129039000000.0,402836000000.0,120790999040.0,242473992192.0,50.896,595281000000.0,206038000000.0,,102745000000.0,132170000000.0,164713000000.0,0.5965231508603998,,12088000000.0,0.22235794747876764,0.5820043540617911,2.005333592875566,1.8369313974102914,0.09960170070941286,0.050135922675100385,0.6767157023321759,0.7773755374720159,12211000000.0,736000000.0,334.98,[],{},0.005532388822075008,23.059904862215223,30.94526028800595,0.032315126474718625,0.05740640502779073,,0.2619889713645297,1.0,20,20,0.43857142857142867
AMZN,"Amazon.com, Inc.",Consumer Cyclical,2688704315392.0,20.53295,23.994894,4.8727427,,1.033,45.617,0.30558002,0.09494622525493801,0.1744,0.196,2.423,3219124992.0,2817351483392.0,168911994880.0,79975000000.0,716924000000.0,251635007488.0,122988003328.0,51.156,818042000000.0,229083000000.0,,218005000000.0,77670000000.0,139514000000.0,0.5028566486824266,,10731000000.0,0.09481288026449286,0.48854393464156787,1.0508153482718285,1.063734806137178,0.18701607007953136,0.20947552704938757,0.8763902097936291,1.020907545919788,10593000000.0,2274000000.0,249.27,[],{},0.0011972774297164272,16.679404475647384,35.22790226185683,0.028386589487128064,0.048702207914595806,,0.13328344752073623,0.95,19,20,0.5324675324675323
AEP,"American Electric Power Company, Inc.",Utilities,64456650752.0,20.484428,17.26743,2.0091975,3.16,0.504,160.789,0.10130999,0.03127730211427573,0.13781999,0.07,-0.432,-5995950080.0,118588645376.0,9029000192.0,5385000000.0,21876000000.0,53525000192.0,603000000.0,58.929,114460000000.0,6052000000.0,,13314000000.0,3580000000.0,6944000000.0,0.6100749680014628,,540861473.0,0.02878402762956208,0.6318138025455099,0.4545591107105303,0.44499961565070334,0.43253538354010135,0.44396476454723605,0.19112353660667483,0.19132113545082366,532907715.0,2026000000.0,118.4,[],{},-0.09302298537151271,13.134194579049135,22.022032567502322,0.04540906916447346,0.04881757010740061,,0.05323987107745239,1.0,20,20,0.4375
AMGN,Amgen Inc.,Healthcare,219545239552.0,25.508165,16.623499,18.78307,2.46,1.371,490.281,0.91473,0.0851235290221447,0.22951001,0.095,0.649,8645624832.0,262860242944.0,17268000768.0,9080000000.0,36751000000.0,57303998464.0,13989000192.0,21.62,90586000000.0,29057000000.0,,25489000000.0,7711000000.0,9958000000.0,0.6724714973742211,,538800000.0,0.044534457038948594,0.6153063666826233,1.1399819529993331,1.256764362093597,0.6027863025191531,0.6543951915852743,0.40570286799284655,0.3639412450048454,537000000.0,2755000000.0,406.09,[],{},0.03937969618308328,15.2223900424603,28.949365962995596,0.034543070866500006,0.039203133584873706,,0.13948415441571807,1.0,20,20,0.6555555555555554
ADI,"Analog Devices, Inc.",Technology,186669154304.0,46.301685,23.564178,5.563772,1.13,1.25,27.314,0.12227,0.047243464799405374,0.29787,0.396,1.635,4147339008.0,193508278272.0,6922700800.0,3002476000.0,11019707000.0,9164060672.0,2324933888.0,69.239,47992712000.0,7108061000.0,,3245801000.0,2267342000.0,4812202000.0,0.614669518890112,,489654097.0,0.03390693389274512,0.5708341337690674,2.1899250755052453,1.8353882500970458,0.1805401203416052,0.15861684214843502,0.22961209193595894,0.19546949603859992,496296854.0,317716000.0,385.23,[],{},0.02221759145726804,27.952714390314256,64.44956704799638,0.015516008032378056,0.021597486139003363,,0.0670990674641206,1.0,20,20,0.619075836953744
