ticker,name,sector,market_cap,trailing_pe,forward_pe,price_to_book,dividend_yield,current_ratio,debt_to_equity,return_on_equity,return_on_assets,profit_margins,revenue_growth,earnings_growth,free_cashflow,enterprise_value,ebitda,ebit,total_revenue,total_debt,total_cash,book_value,total_assets,total_current_assets,total_liabilities,total_current_liabilities,net_income,operating_cashflow,gross_margin,ncav,shares_outstanding,return_on_assets_prev,gross_margin_prev,current_ratio_bs,current_ratio_bs_prev,leverage,leverage_prev,asset_turnover,asset_turnover_prev,shares_outstanding_prev,interest_expense,last_price,errors,data_sources,fcf_yield,ev_ebitda,ev_ebit,earnings_yield_ebit,earnings_yield_pe,ncav_to_market,roic_proxy,data_quality_score,metrics_present,metrics_total,sector_composite_score,models_passed,model_count,mean_model_score,weighted_model_score,weighted_pass_score,min_model_score,max_model_score,pass_rate,weight_sum,families_passed,family_count,passed_families,family_mean_score,risk_family_passed,risk_mean_score,composite_score,signal,signal_rank,weeks_at_signal,signal_trend,conviction_score,stability_label,signal_since,timing_signal,timing_score,rsi_14
ADBE,Adobe Inc.,Technology,99184197632.0,13.924108,9.01664,8.378215,,0.77,57.48,0.61902,0.2417276918904258,0.28048,0.129,0.105,9129875456.0,99683401728.0,9754999808.0,8706000000.0,23769000000.0,6761999872.0,5639000064.0,29.782,29496000000.0,10163000000.0,,10200000000.0,7130000000.0,10031000000.0,0.8926753334174765,,413000000.0,0.1839232550446576,0.89035108114392,0.9963725490196078,1.067579127459367,0.2253864930838079,0.2003307972213033,0.8058380797396257,0.711379424412835,441000000.0,263000000.0,249.52,[],{},0.0920496981774686,10.21869848180319,11.449965739490008,0.0873365058684045,0.0718178859284918,,0.451181592039801,0.95,19,20,0.9069767441860463,9.0,22.0,0.5476090909090909,0.5476090909090909,0.4090909090909091,0.0,1.0,0.4090909090909091,22.0,3,5,"cheapness,quality,risk",0.5239416666666667,True,0.9,0.9317,strong_buy,4,13,stable,0.524,persistent,2026-07-25,neutral,0.5,37.38696372477029
CMCSA,Comcast Corporation,Communication Services,81370243072.0,7.3493595,6.4046702,0.9059302,5.8,0.796,100.474,0.114879996,0.073351893218306,0.08966,-0.012,-0.668,12697624576.0,164282236928.0,34072999936.0,20670000000.0,123707000000.0,90381000704.0,7661000192.0,25.311,272631000000.0,29567000000.0,,33524000000.0,19998000000.0,33643000000.0,0.7174695045551182,,3604212627.0,0.0608239328953349,0.7007540551680662,0.8819651592888677,0.6771178090497966,0.362897102677245,0.3722348062251372,0.4537525079686462,0.4647854521413465,3787746392.0,4409000000.0,22.93,[],{},0.1560475192972519,4.821478508982908,7.947858583841316,0.1258200544777037,0.1360662789730179,,0.0864466535902336,1.0,20,20,0.8600000000000001,13.0,22.0,0.7128227272727272,0.7128227272727272,0.5909090909090909,0.0,1.0,0.5909090909090909,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.69729,True,0.8,0.92,strong_buy,4,8,stable,0.89,persistent,2026-07-26,accumulate,0.75,29.235300385700256
INTU,Intuit Inc.,Technology,81271808000.0,18.476307,11.230722,4.2976656,1.82,1.507,44.34,0.23596,0.1241233077801337,0.21289,0.137,-0.014,6353625088.0,82492809216.0,6848999936.0,6177000000.0,21448000000.0,8421000192.0,7200000000.0,70.764,36786000000.0,15311000000.0,,10163000000.0,4566000000.0,8838000000.0,0.8017064528161134,,268384000.0,0.1046864007792629,0.7956560989857151,1.5065433435009348,1.3603664416586307,0.2289186103408905,0.1796363439580063,0.5830478986570978,0.5095243249093566,279129000.0,256000000.0,304.12,[],{},0.0781774793050008,12.044504305277892,13.354833934919863,0.0748792538247313,0.0541233700002928,,0.232017428539233,1.0,20,20,0.8572227191413238,12.0,22.0,0.6664136363636364,0.6664136363636364,0.5454545454545454,0.0,1.0,0.5454545454545454,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.73994,True,1.0,0.9005,strong_buy,4,21,stable,0.8789,persistent,2026-07-18,neutral,0.5,38.54000701063458
PDD,PDD Holdings Inc.,Consumer Cyclical,112868220928.0,8.54472,6.3864894,1.6719811,,2.618,1.082,0.22745001,0.1552946908765674,0.20426,0.081,-0.112,74635272192.0,-340021772288.0,99100975104.0,93102131000.0,431845713000.0,4844000256.0,456414003200.0,47.425774,630044327000.0,518979892000.0,,213737168000.0,97842539000.0,106938690000.0,0.5628027619206677,,5693585848.0,0.222627469932162,0.6092273532763555,2.428121869753604,2.20593322615702,0.0085371691633372,0.0210028104308064,0.6854211592639259,0.7798204686748454,5568585848.0,0.0,79.295,[],{},0.6612602872478227,-3.4310638410083185,-3.652137374685872,-0.2738122631780828,0.1170313363106105,,0.2236380734447086,0.95,19,20,0.8090145148968677,11.0,22.0,0.6437681818181817,0.6437681818181817,0.5,0.0,1.0,0.5,22.0,3,5,"cheapness,quality,risk",0.5656766666666667,True,1.0,0.8864,strong_buy,4,21,stable,0.4832,persistent,2026-07-18,neutral,0.625,40.60638557247311
ROP,"Roper Technologies, Inc.",Technology,36138377216.0,15.224999,15.041735,1.9324847,0.98,0.553,60.531,0.13066,0.0444312693408913,0.30244,0.085,2.33,2265687552.0,47092879360.0,3238000128.0,2235400000.0,7902500000.0,11319400448.0,364900000.0,189.083,34577000000.0,1928100000.0,,3725600000.0,1536300000.0,2540300000.0,0.6924391015501423,,106600000.0,0.0494435880988169,0.693019093078759,0.5175273781404337,0.4025624967381661,0.2703907221563467,0.2447510268169154,0.2285478786476559,0.2246455207804766,107300000.0,325000000.0,365.4,[],{},0.0626947784195711,14.54381639851498,21.06686917777579,0.0474678981276884,0.0656814493058423,,0.072457003571961,1.0,20,20,0.8241129994036971,10.0,22.0,0.6035863636363636,0.6035863636363636,0.4545454545454545,0.0,1.0,0.4545454545454545,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.727905,True,0.9,0.873,strong_buy,4,13,stable,0.8486,persistent,2026-07-25,neutral,0.5,31.392294284691175
NXPI,NXP Semiconductors N.V.,Technology,58605477888.0,19.830204,12.8438015,5.1432934,1.78,2.04,93.325,0.27921,0.0760918674698795,0.22564,0.195,0.726,3555000064.0,66721476608.0,5068000256.0,3035000000.0,12269000000.0,10976000000.0,3222000128.0,45.187,26560000000.0,7940000000.0,,3881000000.0,2021000000.0,2820000000.0,0.5473958757844976,,252854704.0,0.1029321304080377,0.5643729189789123,2.045864467920639,2.357972885732731,0.4601656626506024,0.4451096985851958,0.4619352409638554,0.5172852163215091,254324627.0,466000000.0,232.41,[],{},0.0606598596601141,13.16524728447054,21.984012061943982,0.0454876024077095,0.0504281246930187,,0.1338242426914767,1.0,20,20,0.8259578115682767,10.0,22.0,0.5997045454545454,0.5997045454545454,0.4545454545454545,0.0,1.0,0.4545454545454545,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.7245383333333334,True,0.9,0.859,strong_buy,4,7,stable,0.8425,persistent,2026-08-02,neutral,0.5,52.34182973667968
PYPL,"PayPal Holdings, Inc.",Financial Services,45358440448.0,9.94707,9.095607,2.2885225,1.07,1.288,71.751,0.24497,0.0652713507041023,0.14364,0.048,-0.031,4423124992.0,47979352064.0,6456000000.0,6396000000.0,33172000000.0,14220999680.0,11256000512.0,22.993,80173000000.0,59759000000.0,,46443000000.0,5233000000.0,6416000000.0,0.4662064391655613,,920000000.0,0.0526770403302635,0.4609868855552411,1.286717051008763,1.2795339635084635,0.1245681214373916,0.1254874563353445,0.413755254262657,0.4038996506827564,993000000.0,441000000.0,52.62,[],{},0.0975149266225494,7.431745982651797,7.501462173858662,0.1333073441981527,0.1005321164925953,,0.189623480581085,1.0,20,20,0.8228019839558336,15.0,22.0,0.6993590909090909,0.6993590909090909,0.6818181818181818,0.0,1.0,0.6818181818181818,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.718565,True,1.0,0.8414,strong_buy,4,21,stable,0.8321,persistent,2026-07-18,neutral,0.625,41.873314143614536
PAYX,"Paychex, Inc.",Technology,40941314048.0,23.519428,17.987091,10.9491625,4.1,1.259,123.967,0.44769,0.1088194380042659,0.27029,0.125,0.434,2095500032.0,44393684992.0,3015300096.0,2510500000.0,6512000000.0,4630300160.0,1143699968.0,10.504,16174500000.0,8613300000.0,,6840600000.0,1760100000.0,2556700000.0,0.7428593366093366,,355600000.0,0.1000537306584722,0.7235314177001633,1.2591439347425664,1.281787731983957,0.2849114346656775,0.3032039169046311,0.4026090451018578,0.3363720334941228,360500000.0,269500000.0,115.01,[],{},0.0511830184430137,14.722808204361227,17.683204537741485,0.0565508360131042,0.0425180408299045,,0.2689658127899377,1.0,20,20,0.8134279964221826,11.0,22.0,0.6120863636363636,0.6120863636363636,0.5,0.0,1.0,0.5,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.7536783333333335,True,0.9,0.8381,strong_buy,4,5,stable,0.8258,persistent,2026-09-17,neutral,0.625,39.825800983366676
CPRT,"Copart, Inc.",Industrials,27849246720.0,18.651613,16.328722,2.946092,,7.912,0.97,0.1616,0.1538464054055821,0.31809,0.024,-0.146,885121728.0,22416656384.0,1881963008.0,1696714000.0,4646958000.0,88367000.0,4489802240.0,9.813,10090902000.0,5754628000.0,,683281000.0,1552449000.0,1799750000.0,0.4518317144247914,,967478690.0,0.1617297304480761,0.4501608870608944,8.422051835189329,7.028978613258412,0.0102804486655405,0.0140883157145833,0.4605096749527446,0.502722074324815,962967011.0,,28.91,[],{},0.0317826093071432,11.911316156964547,13.211806105212782,0.0756898785855966,0.0536146659272846,,0.1803552672880848,0.95,19,20,0.7873303167420814,9.0,22.0,0.5130772727272727,0.5130772727272727,0.4090909090909091,0.0,1.0,0.4090909090909091,22.0,3,5,"cheapness,quality,risk",0.489055,True,0.83335,0.8326,strong_buy,4,21,stable,0.4617,persistent,2026-07-18,neutral,0.5,37.17117345941898
PEP,"PepsiCo, Inc.",Consumer Defensive,177019928576.0,16.984272,14.438369,8.010756,4.56,0.934,238.949,0.51508,0.0767232469576066,0.10785,0.064,1.37,7831875072.0,219546304512.0,18882000896.0,13491000000.0,93925000000.0,53213999104.0,10716000256.0,16.177,107399000000.0,27949000000.0,,32764000000.0,8240000000.0,12087000000.0,0.541485227575193,,1367340122.0,0.0962932429851106,0.5455396607659982,0.8530399218654621,0.8189370877727042,0.4646318867028557,0.4518885660570843,0.8745425935064572,0.9234620527411102,1371989025.0,1121000000.0,129.59,[],{},0.0442429004180596,11.627279636371012,16.273538248610183,0.0614494515404726,0.0588780019538076,,0.1807596971930059,1.0,20,20,0.8178571428571428,10.0,22.0,0.5986363636363636,0.5986363636363636,0.4545454545454545,0.0,1.0,0.4545454545454545,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.7491450000000001,True,0.8,0.8238,strong_buy,4,13,stable,0.8208,persistent,2026-07-25,neutral,0.625,26.154693692231106
